File Name,record_id,Identified Commodities
"NI 43-101 Technical Report for the MAN Project in Alaska, United States dated 2002.pdf",021990473ff183b072d4b813de1c86278b60f7a05b6b8625ee7878f29ee9fb683a,"nickel, copper, platinum, palladium, gold, chromium, iron, rhodium, ruthenium, osmium, iridium"
NI 43-101 Technical Report for the Payne Bay Project in North America dated March 2014.pdf,029db96ee6956a5c4fc8e3c97aeeb437692f771de262cae7ca5feb5dd20fc174d2,"nickel, copper, platinum-group elements"
NI 43-101 Technical Report for the Thunder Bay North Project in North America dated October 2010.pdf,0275b5be425dad03ece21eaa64ebc388d765b47ed001e4956f494978c11214f37d,"copper, nickel, palladium, platinum, gold, silver, rhodium, sulfur, cobalt, molybdenum"
NI 43-101 Technical Report for the Nickel Offsets Project in North America dated August 2004.pdf,0250fcd401caf4b47ecdd4f134271ead834434b26af44ed16e86df5f4ee718e834,"nickel, copper, gold, silver, platinum, palladium, cobalt"
NI 43-101 Technical Report for the Michikamau Project in North America dated February 2009.pdf,0262831744b55ae5bd3db35249224d2c931933d3d3ed0aeaaa402192748b84b411,"nickel, copper, cobalt, platinum-group elements, gold, sulfur"
"NI 43-101 Technical Report for the AMR Project in Asia, Vietnam dated September 2003.pdf",02f2c1147f9df4d0d9ed3ec4597575b3ee497720ebbdd84e9c1f4f6097fd244cd5,"nickel, copper, cobalt, platinum, palladium"
NI 43-101 Technical Report for the Thunder Bay North Project in North America dated March 2011.pdf,02fd98e067010f8d853d2c018cb002be462ac7fcd895af4125beb89f42b659f89d,"copper, nickel, platinum, palladium, gold, silver, cobalt, rhodium"
"NI 43-101 Technical Report for the East Bull project in Canada dated March, 2022.pdf",023341c0adfa726a0615f1f0cf3bb559ee09149643b9ccee61e0158659aee8dfab,"palladium, platinum, gold, rhodium, copper, nickel, cobalt"
"NI 43-101 Technical Report for the Julimar project in Australia dated August, 2022.pdf",022cc8800063ca67ce134ebc345cc0e45df1cd8ebfb68b264188d255cebb02b889,"copper, cobalt, nickel, gold, platinum, palladium"
NI 43-101 Technical Report for the Muskox Project in North America dated November 2001.pdf,028173805ddc2dc04f529b95fce411803e021a2e1cfdd3cc437e7fdc5b6c6ebfe6,platinum-group elements
NI 43-101 Technical Report for the Lockerby Project in North America dated August 2012.pdf,02d80cfd94b92780c3f1ed4c0d7555a2ddc65879d8736adbe95386e862399b03ad,"cobalt, copper, nickel"
NI 43-101 Technical Report for the Turnagain Project in North America dated March 2007.pdf,0200a1c6d2cfafeb485d815d95966961d4c119e8662b8babec74e05b59ba4759d2,"nickel, copper, cobalt, platinum, palladium, gold, silver, molybdenum, zinc"
NI 43-101 Technical Report for the Marathon Project in Canada dated September 2019.pdf,02366213f578205d8a088eb19a21632b4b1a648224e8075b45f049e325bc196126,"copper, gold, palladium, platinum, silver"
NI 43-101 Technical Report for the Marathon Project in North America dated February 2009.pdf,0291b33e6192f07259fefd1fa77c053823640a04f5007a6770215d99c3cc956add,"copper, gold, platinum-group elements, nickel, silver"
"NI 43-101 Technical Report for the Tamarack South Project in Minnesota, United States dated 2018.pdf",021d815ab42768146b121313260e1c3b15714ef7ef597ef121b35f143aafc246bd,"nickel, copper, cobalt, platinum, palladium, gold"
NI 43-101 Technical Report for the Sudbury Basin Project in North America dated March 2004.pdf,0219eb5842ff591f85afc9e4525c42d3e1a1e0fc404c53d7ea2d286d13966d9414,"nickel, copper, platinum-group elements, gold, cobalt"
NI 43-101 Technical Report for the Rutledge Lake Project in North America dated 2001.pdf,02349c7f4cc63abdb26c785f49a7b496c991999b03a9743365e9759f9e4a068140,"platinum, sulfides"
NI 43-101 Technical Report for the Nickel Offsets Brochure Project in North America dated March 2004.pdf,02c3ff07c011b49b1e50d9a599afb5d55cdaf3db206b38b25b6b9aa43355b55c1c,"copper, nickel, platinum-group elements, platinum"
"NI 43-101 Technical Report for the Eureka Creek Project in Alaska, United States dated April 2002.pdf",02e285100842829350b8fa398dc60308d57ad5f3047d79003950963a8dea0ca772,"nickel, copper, platinum, palladium, gold, sulfide"
NI 43-101 Technical Report for the East Lac Des Iles Project in North America dated February 2003.pdf,02414de76959ab452c5dbc479d916191a53f4b7251abfb5147db1dad0c8a74e70b,"platinum-group elements, gold, silver, Nickel, Copper, Cobalt"
NI 43-101 Technical Report for the Samapleu East Project in Ivory Coast (Cote d'Ivoire) dated May 2019.pdf,0210067572a65cfd34de203f741ee70082040c1e64cb1cbcc4d933a93fa3de9a54,"nickel, copper, cobalt, platinum, palladium"
NI 43-101 Technical Report for the UMEX Project in North America dated February 2018.pdf,02ce0e0d4d719d873bb6055eaf152266fba7baf276e3fb4935b461fe62edf8d329,"copper, zinc, silver"
NI 43-101 Technical Report for the Snowbird Project in North America dated June 2010.pdf,024b24cdb57dc87bde750df0a4b285cfe27d5de0c91dcff4b54b627ad78867681f,"nickel, copper, cobalt, platinum, palladium, gold"
NI 43-101 Technical Report for the Payne Bay Project in North America dated January 2011.pdf,0247231e89f9350afb96e978b6c3e7afa0c3a6f3de5b93b468b5f26a55f7688580,"cobalt, copper, nickel, platinum-group elements"
NI 43-101 Technical Report for the Lansdowne House Project in North America dated January 2003.pdf,028411546ad3854b7dc4795089c610983be6a1e1c5522614c1520e4967327f0004,"copper, nickel, platinum-group elements, gold, vanadium, titanium, cobalt"
NI 43-101 Technical Report for the MacKenzie Igneous Event Project in North America dated April 2005.pdf,02ea49fdc23ad4fd52dcc1eee8c34cb26359d65d66086db50f792f1c855ce81391,"copper, nickel, platinum-group elements, chromium"
NI 43-101 Technical Report for the Star Project in North America dated January 2004.pdf,0274b3350c5b2525621bf81786349f346e14337991947e9c100672f09b877c5d89,"platinum, palladium, copper, gold, nickel, silver, chromium, pumice"
NI 43-101 Technical Report for the Wabassi Project in North America dated November 2012.pdf,024eab15ddecea8e96f76deda34d0793a6c97f574424bdc41cfc9d156a1ecd4148,"gold, nickel, copper, zinc, silver, platinum, palladium"
NI 43-101 Technical Report for the Hawk Ridge Project in North America dated April 2014.pdf,024e885f029d2f42807f4750d9a4a056dfe8d0218983fe95678bc1a815326968c5,"cobalt, copper, gold, nickel, palladium, platinum"
NI 43-101 Technical Report for the Marathon Project in North America dated April 2007.pdf,024cd2265b54462f7bc8dce7e05a64a1042f66d2bcf9f58ffa528338d02cd4cc5f,"copper, gold, platinum, palladium"
NI 43-101 Technical Report for the Nickel Royale Project in North America dated November 2004.pdf,0287915c011146db8a3be3f4bc12c702e0965635878c25766b38fe8a75b99fcb1b,"nickel, copper, cobalt, platinum, palladium, gold"
"NI 43-101 Technical Report for the AI project in Canada dated February, 2022.pdf",020148de24da358c707b641b1e4c8feb7d9687f181e03e1ec84632f696f725bb29,"nickel, copper, cobalt, platinum-group elements, gold, silver, chromium, manganese"
"NI 43-101 Technical Report for the Lantinen Koillismaa Project in Europe, Finland dated January 2012.pdf",02c457dca01d06f190b7b00cc1a58ba98eb4419c484f367f0c4762606c74490101,"nickel, copper, cobalt, gold, platinum, palladium"
NI 43-101 Technical Report for the Marathon Project in Canada dated March 2021.pdf,02fc85ee39e18b96dc03904898c40838d6497bee2190078631bf261bd9cf27339d,"palladium, platinum, gold, copper"
NI 43-101 Technical Report for the Rocher Project in North America dated 2006.pdf,02faaf21349ba794a1e1be3dfca7a7dbc5b69d80f67c66fb02c9d02fe26b7c68c7,"nickel, copper"
NI 43-101 Technical Report for the Sudbury Basin Project in North America dated March 2005.pdf,02df520db54f33fe064407f23b151cf1d95a7923fc9f04e8f38ed1e509daf24811,"copper, nickel, platinum-group elements, platinum, palladium, gold"
NI 43-101 Technical Report for the North Range Project in North America dated 2011.pdf,0270ac43bf7800b950a27295e6cd7a775388fc15371adfb2cc20f2dda24b03b0b4,"copper, platinum-group elements, nickel, gold"
NI 43-101 Technical Report for the Wolf Mountain Project in North America dated April 2009.pdf,027c6e0436666eee5d549cf131fbfcff54523ae1c4025914284aca8886e0a55833,"nickel, platinum, palladium, copper, gold, silver"
NI 43-101 Technical Report for the Wolf Mountain Project in North America dated August 2002.pdf,021a794659a5c972b322e3bda39a1740793bb55223899eca13766ca7e84abdfded,"copper, nickel, platinum-group elements"
"NI 43-101 Technical Report for the MAN Project in Alaska, United States dated July 2004.pdf",02b9078c39cb9f09749e6c85873818715744d7058fd0c0c0d51757f4abf30fca1c,"nickel, copper, platinum-group elements, gold, palladium, iron, platinum, rhodium, iridium, osmium, ruthenium, chromium, silver, tellurium, bismuth, cobalt"
NI 43-101 Technical Report for the Muskox Project in North America dated August 2002.pdf,02fa650bc90c9910dbed8e64aada0de5a0a3b2cf1d17f94378bd0c3b8d975432fa,"nickel, copper, platinum-group elements"
NI 43-101 Technical Report for the Thunder Bay North Project in Canada dated January 2021.pdf,02c4b7d2ca7f7162a700d9305483cc50351b2a380c0f849a2099ba926d86d294a9,"palladium, platinum, gold, silver, copper, nickel, cobalt, rhodium"
"NI 43-101 Technical Report (PEA) for the Tamarack North Project in Minnesota, United States dated 2020.pdf",02617e997aed8a915bce54540938b7568fdd82d43a87b7e5a3b7805e0b2b614e2b,"nickel, copper, cobalt, platinum, palladium, gold"
"NI 43-101 Technical Report for the Hawk Ridge project in Canada dated July, 2022.pdf",02dd6bca9a4a06077e80ddd981f1def1059a932300acb96cc5785f90a771320d00,"nickel, copper, cobalt, platinum-group elements, gold"
"NI 43-101 Technical Report (OM) for the Kevitsa Project in Europe, Finland dated 2016.pdf",02f2b7150677c5fb67cbcf3159dc3ab3c30b53e5a086fe6013ae6fbd7984b51dd5,"nickel, copper, platinum-group elements, iron, gold, silver, cobalt"
NI 43-101 Technical Report for the Thunder Bay North Project in North America dated September 2009.pdf,029d6f91b6c43799e1538eb3c0aefbebf78e4d4576b5167e09095c68c6457b666a,"platinum, palladium, copper, nickel, gold, silver, cobalt"
NI 43-101 Technical Report for the Post Creek Project in North America dated January 2011.pdf,02bd8a939ab32e8cd3e4d509284b44f608f790ca7d68a8e09f9775ee467519febd,"copper, zinc, gold, nickel, palladium, platinum"
NI 43-101 Technical Report for the Escape Lake Project in Canada dated October 2019.pdf,021e324a0f4833110e3bb480b95c2c694790d51dfef30104ccfd83d1c50cb0c504,"copper, nickel, platinum-group elements, gold, silver"
NI 43-101 Technical Report for the Lac des Iles Project in North America dated 2001.pdf,025bda48f3601e2a5f741a396bec32789d3b20bd1716937d4b99a1909ae4ecc775,"gold, copper, nickel, platinum-group elements, platinum, palladium, rhodium"
NI 43-101 Technical Report for the Iron Lake Project in North America dated June 2010.pdf,02d4c5be559a50c2adc72e78b7be0c48999a0ef3a3fa501a187d92f47b79384d90,
NI 43-101 Technical Report for the East Bull Project in Canada dated April 2019.pdf,026515faebc7b4ba1e6ed2b83b68f4212c1bbe8c57009e8a4e9b9a23b237593f69,"platinum-group elements, gold, palladium, platinum, rhodium, silver, cobalt, copper, nickel"
NI 43-101 Technical Report for the Turnagain Project in North America dated June 2005.pdf,02998874b2f9d0268e1fac0ab63991f936449879b216035c6769cbdf8420ec5705,"nickel, copper, cobalt, platinum, palladium"
NI 43-101 Technical Report for the Shining Tree Project in North America dated February 2006.pdf,02a000a83e76360bec8f3fce2ff46cc8099f950cc1f757f8a16592062c49b3a5c5,"nickel, copper, cobalt, platinum, palladium"
NI 43-101 Technical Report for the Bucko Lake Project in North America dated October 2012.pdf,02eab400bd0394dc3264b5db27f3d44d7f178aee941def1258b366306f23988ecb,nickel
NI 43-101 Technical Report for the Parkin Offset Project in North America dated 2008.pdf,027b966f6aa4435cd5459c2ea85e2e2c09d1b3b2d74eeb77b4051c523deb562de1,
NI 43-101 Technical Report for the Mann Project in North America dated October 2003.pdf,02afe087bad249226bbf42701259a6379ad1582b16e3550d34d766a6c50ce1ace3,"nickel, copper, platinum, palladium, gold, cobalt"
NI 43-101 Technical Report for the Wolf Mountain Project in North America dated September 2003.pdf,02e3b3889fc14072a901c7126963a7b0e373190131bd9ad040e17e99d0a583778f,"nickel, copper, sulfide copper, platinum-group elements"
"NI 43-101 Technical Report for the Läntinen Koillismaa project in Finland dated May, 2021.pdf",02b1591cfad6809d1d9ea67ea04b34d2df8b16d5f34e4bba701a7924bab9c3b48d,"copper, nickel, cobalt, palladium, platinum, gold"
"NI 43-101 Technical Report for the Thunder Bay North project in Canada dated December, 2021.pdf",02113ce57245929532a8e671f18a10d5aa9184ee9026da9409e242fd2d92ac45dd,"palladium, platinum, gold, silver, copper, nickel, cobalt, rhodium"
"NI 43-101 Technical Report for the Maniitsoq Project in North America, Greenland dated March 2016.pdf",02b53cffff7ae221efa98fa499f3911bf7ff44204c8c5357b932cce664b3baddfe,"nickel, copper, platinum-group elements, cobalt, platinum, palladium, gold, iron, sulfur"
NI 43-101 Technical Report for the Premiere Ridge Project in North America dated August 2007.pdf,02222ab44dc689a6296f61d031a5ef7b054b134b16dd6e3e6a0c798960e2c399b4,"nickel, copper, cobalt, platinum-group elements, silver, gold, platinum, palladium"
NI 43-101 Technical Report for the Thierry Project in North America dated March 2001.pdf,029f78e405c1499f678a969facfaedabcfce0999c8e6e1be9756facb9d0a96133a,"copper, nickel, palladium, platinum"
NI 43-101 Technical Report for the Eagle Rock Project in North America dated October 2011.pdf,020c8231166a41a9eaa03f0424ccf16d988b25d1affb13062dc329da1be3d0b877,"copper, nickel, platinum-group elements, platinum, palladium, gold, silver"
"NI 43-101 Technical Report for the Eagle Project in Michigan, United States dated August 2016.pdf",02923aa605ba4d9a1236aaf59f032901cee3d4e87e40c4216194ab7dd8dc5652ae,"nickel, copper, platinum, palladium, cobalt, gold, silver"
NI 43-101 Technical Report for the Nickel Offsets 10-5-2005 Project in North America dated October 2005.pdf,02872e119972d458653a1a5b233cc15142a3e9e87e7b01d423de873c9e31fd2bf5,"nickel, copper, sulphide copper, platinum-group elements"
"NI 43-101 Technical Report for the Konttjarvi et al Project in Europe, Finland dated October 2004.pdf",02d57500b811d5aecd60da9b757a66a42d7349e81b8dd869309b9b6a469a60f8a8,"platinum-group elements, nickel, copper, gold, palladium, platinum, sulfur"
NI 43-101 Technical Report for the Payne Bay Project in North America dated May 2012.pdf,02c701869e2da93148cb5e648a7c1c8f257ccbe43653c93e755a8823d96ee241c3,"nickel, copper, platinum-group elements, cobalt, gold"
"NI 43-101 Technical Report for the Suwar Project in Middle East, Yemen dated September 2000.pdf",02733b88f2e890d17442c54e019544695adeb90d8e519aecd8a8c4757260eadc8a,"nickel, copper, cobalt, silver, arsenic"
NI 43-101 Technical Report for the Sim Lake Project in North America dated July 2003.pdf,020b6f47094ad0a7d6403ff2562649d48480b71d41293ca6ece8358fcbfdc76295,"copper, nickel, cobalt, platinum, palladium"
NI 43-101 Technical Report for the Other North Range Project in North America dated March 2016.pdf,0222114819b041a0479576e5395ab22e61c67b029cb384c634f20bfae0c95248fa,"platinum, palladium, copper, nickel, gold"
NI 43-101 Technical Report for the Lac des Iles Project in North America dated January 2004.pdf,028f4a3bc110c79af59e4d0794aa307a25f8a1393ed982c3e7140e449888bd54ce,"gold, copper, nickel, platinum, palladium"
NI 43-101 Technical Report for the Norton Lake Project in North America dated 2005.pdf,02f31af1ff73938ae243a969a408871089966ad0750d04335ae2e9ba63f9a4112b,"copper, nickel, cobalt, gold, silver, platinum, palladium"
NI 43-101 Technical Report for the Agnew Lake Project in North America dated October 2002.pdf,0207a06cc28d199ddb359a8f0da495796bcde2974236f68bd7e2b1055c28a1302b,"copper, nickel, platinum-group elements, gold"
"NI 43-101 Technical Report for the Kaukua et al Project in Europe, Finland dated March 2011.pdf",025a29f9c50cbf20965264bca615762b2353e53c7873eaa13a39ee0bfb6f4b702a,"copper, nickel, gold, palladium, platinum, cobalt"
NI 43-101 Technical Report for the Lac des Iles Project in North America dated November 2010.pdf,02d4097e9f7a27f7a5e3ddd1c92aee1eb3fbec40bf6eb098d385e0dd9186a6694d,"palladium, cobalt, nickel, platinum, gold, copper"
NI 43-101 Technical Report for the South Trend Project in North America dated May 2003.pdf,02569543cbd2b717e6c11c09da7d72036c5ebe053b4b069a0b7df62bba05374397,"cobalt, copper, gold, nickel, palladium, platinum, silver"
NI 43-101 Technical Report for the River Valley Project in Canada dated June 2019.pdf,025ef6b7a8184af5009c025c1247e763bb8f4d8215643db248dc057e89cf39f980,"gold, copper, nickel, cobalt, platinum, palladium, silver, rhodium"
NI 43-101 Technical Report for the Halls Creek Project in Australasia dated 2003.pdf,02a9cbc4b0b6e3c282c124f66b7bf51576829b355a5488f86a8a2358060d2fd0b4,"nickel, copper, platinum-group elements, gold, diamonds"
NI 43-101 Technical Report for the Thierry Project in North America dated April 2006.pdf,02a06b32ebae6ca2a068eccab47eb081497c4a4fb249bf1775682f39eaaf634eea,"cobalt, copper, nickel, silver, palladium, platinum, gold"
NI 43-101 Technical Report for the Thierry Project in North America dated June 2012.pdf,026636cb7032ea2359a8ede9e693e70e0d24b4344ed2d3e08e4bb3f6491d83e18e,"copper, nickel, platinum, palladium, gold, silver"
"NI 43-101 Technical Report for the Nokomis Project in Minnesota, United States dated August 2007.pdf",02cf1ccba2286a2b5138ee9957a4fd33c971f0fdcca0b4e0b43c6015ee202ebe1b,"copper, nickel, platinum-group elements, gold, cobalt, silver"
NI 43-101 Technical Report for the East Bull Lake Project in North America dated November 2002.pdf,02b17cb5e6723055c1b01cc0c0a8b2d4c959fb400d4fd11f70b2fe5154bcbde73a,"palladium, platinum, gold, copper, nickel, rhodium, silver"
NI 43-101 Technical Report for the Thunder Bay Project Project in North America dated 2001.pdf,02e48212b3093a20d27c59fff7031ceaa72d06ad6a34c3b70a97c816a6b3909365,"palladium, platinum, gold, copper, nickel"
NI 43-101 Technical Report for the Windy Lake Project in North America dated 2003.pdf,02aadf0391e322c81149c2bc4ff657e65673e42d7df09e819f97dfec0cdb48cddb,"copper, nickel, platinum-group elements, gold, silver"
NI 43-101 Technical Report for the Pedra Branca Project in Brazil dated May 2019.pdf,021c4fa2c12767c6a4181a56df46abd6339e036579693d5f403106762af83421a8,"platinum, palladium, gold, copper, nickel, chromium, cobalt"
NI 43-101 Technical Report for the Alexo-Dundonald Project in Canada dated 2020.pdf,0274a7fed5b71574fb754cf65e5d6f207d083629f7c65c5c3fd0c21449132f1a81,"nickel, cobalt, copper, gold, platinum, palladium"
NI 43-101 Technical Report for the Marathon Project in North America dated January 2010.pdf,0286f00798ab06b12a7ea158d38279675e279a22fffe68455ab626ebaa4c835943,"copper, palladium, platinum, gold, silver, rhodium"
NI 43-101 Technical Report for the Joyce River Project in North America dated June 2015.pdf,02c0f68f9dfad2f5f7f50cdfa32a9a86359a75e02178b570444a8d81ae858c0745,"copper, nickel, platinum-group elements"
NI 43-101 Technical Report for the Block Creek Project in North America dated March 2015.pdf,02bc065060c61850a9f2024c9506481e026fb806b316f23a3b750a171eb1c53963,"palladium, platinum, nickel, copper"
NI 43-101 Technical Report for the Lockerby Project in North America dated February 2008.pdf,02d66a456ad2bce6360c408f7bcf78c044bd1a3e62e8ade929de33d67b17154cc9,"cobalt, copper, gold, nickel, platinum, palladium, silver"
"NI 43-101 Technical Report for the Maturi Extension Project in Minnesota, United States dated 2005.pdf",029c7deb72dd8e2ad730c8e3ac7ca434ee96f700e96dfb66b98cf4fa6839d29278,"copper, nickel, gold, platinum-group elements"
NI 43-101 Technical Report for the Wolf Mountain Project in North America dated August 2004.pdf,022e6c2cb3df0c7d1b036f93588f16b5b4b73beadd37c04fdfe525662bee071869,"copper, nickel, gold, sulfur, silver, platinum-group elements"
"NI 43-101 Technical Report (OM) for the Eagle Project in Michigan, United States dated 2017.pdf",02bfa08c79f101d78da5ec93af65789bf6030a22477ec3076ef682e10365d70c91,"nickel, copper, platinum, palladium, cobalt, gold, silver"
NI 43-101 Technical Report for the Turnagain Project in North America dated September 2003.pdf,029899dde1ac1046ec8d03c29570f8508998ef1d2140993081592fb6a28cee240d,"nickel, cobalt, copper, platinum-group elements"
NI 43-101 Technical Report for the Thunder Bay North-Escape Lake Project in Canada dated January 2011.pdf,028ac02cbf3960bd8d3f84ca09cd769f0869b7925c488a388bc7388cdfc3e3a45e,"gold, silver, cobalt, copper, nickel, palladium, platinum, rhodium"
"NI 43-101 Technical Report for the Northmet Project in Minnesota, United States dated June 2005.pdf",022af575068547fb6bcca67fa0e5bb432ac615560367dbf7db4ced6881469a16ea,"copper, nickel, cobalt, platinum, palladium, gold, rhodium, ruthenium"
NI 43-101 Technical Report for the Lac Des Iles Project in North America dated February 2003.pdf,02328b51d5f7039ccc8e8bf9159d0d132bc0e5d3d1bc05796262ea5aa3dc2a1100,"gold, platinum-group elements, copper, nickel"
NI 43-101 Technical Report for the James Bay Lowlands Project in North America dated February 2008.pdf,02d8d245e12425cb471e4d907001ee1eeabef832aacb0af10e49c6ef87e0317123,"gold, uranium, diamonds, platinum-group elements, copper, nickel, zinc, iron"
NI 43-101 Technical Report for the Street Project in North America dated October 2004.pdf,02c082456cb07508fead14c127ba4fb11c771195d2e8f0ebd303a2b4a054b6ba7d,"platinum-group elements, copper, nickel, gold"
NI 43-101 Technical Report for the Colts Project in North America dated September 2004.pdf,02e26aa9126924124eccf4f3d65e6d089eb5d2cf42c00009bfb5cab12e285f604c,"nickel, copper, platinum-group elements"
NI 43-101 Technical Report for the Thierry Project in North America dated May 2004.pdf,028d9fb76d3ab0314e50737814646e05611c1078f6ace5cffd6432530ea257f6cb,"copper, nickel, gold, palladium, silver, platinum"
NI 43-101 Technical Report for the James Bay Lowlands Project in North America dated July 2008.pdf,02bed572e6349fdc50e8bcd957b3ccdacb1944ca6ed73dd5867c3a91adfb044285,"nickel, copper, platinum-group elements, gold, volcanogenic massive sulphide, zinc, lead, diamonds"
NI 43-101 Technical Report for the West Shoot Out Project in North America dated February 2005.pdf,0273860976e05483e67d0391536e2f81c415ac9370e54bb04cac566ceecf9ba2dd,"nickel, copper, gold, platinum, palladium, cobalt"
NI 43-101 Technical Report for the Hawk Ridge Project in North America dated April 2012.pdf,02777b7b34652ea10659b0beadcb6e11c0e8755c3063eea110d972873885198457,"copper, nickel, platinum-group elements, cobalt, zinc, iron"
NI 43-101 Technical Report for the Atikwa Project in North America dated 2001.pdf,02c353d792a779c9044e10adffc52cdc5e391d3876cb9adf0c179c77482d820684,"platinum, palladium, nickel, copper, gold"
NI 43-101 Technical Report for the Lockerby Project in North America dated February 2009.pdf,02432f278644a99c83ebac7891fc1ca14cd0db24713aad83d321e7a45bd129e959,"copper, cobalt, gold, platinum, palladium, nickel, silver"
"NI 43-101 Technical Report for the Nokomis Project in Minnesota, United States dated January 2009.pdf",02a27e6765b30b7169547f97ddd3fd95ae1097e18fc47a5ed1ee855a71da3509d0,"copper, nickel, platinum, palladium, cobalt, gold"
"NI 43-101 Technical Report for the Lantinen-Koillismaa Project in Europe, Finland dated November 2017.pdf",02386feef656f5f2004d23a8bbd958edf6dc827d00274d1a2f1a7df714b7bfdfc7,"platinum, palladium, gold, copper, cobalt, nickel"
NI 43-101 Technical Report for the River Valley and Agnew Project in North America dated March 2001.pdf,0227ba340378384eda10590d9704ba5ae5985236883063444490ec530a4e1f2217,"nickel, copper, gold, platinum, palladium, rhodium"
NI 43-101 Technical Report for the Muskox Project in North America dated May 1998.pdf,02080ade75a952b6d0ec4162d6741eb729d88951d699c0070438b83f7753c8f6da,"nickel, copper, platinum, platinum-group elements"
"NI 43-101 Technical Report for the Zebediela project in South Africa dated March, 2021.pdf",0277d3bbb84e947a451ada7ce205b5d9c30f6a17eb70d4ad6d379bfc6479766bb9,"cobalt, platinum-group elements, nickel, platinum, copper, sulfur"
NI 43-101 Technical Report for the Eva Kitto Project in North America dated February 2011.pdf,02e1e792e160bcd79fc6e785f98b1d7db76d732574c3420db07eef4858916321ce,"gold, rare earth elements, copper, nickel, platinum-group elements, lead, zinc"
"NI 43-101 Technical Report for the Maniitsoq Project in North America, Greenland dated March 2017.pdf",029cc364c2ff70bbe187d56ce4bbd892894983d6feba971dfcc81a22c31f987a01,"nickel, copper, cobalt, platinum-group elements, gold"
"NI 43-101 Technical Report (PFS) for the Twin Metals Project in Minnesota, United States dated 2014.pdf",024e66babd292b15423fbc26a19455bd2e4d022ea85671f9ecd32c3f384da2dd12,"copper, nickel, platinum, palladium, gold, silver, cobalt"
NI 43-101 Technical Report for the Wolf Mountain Project in North America dated September 2002.pdf,0296feab13073162bfad33e90e273280333004b45a25dfe7e7536585afbd7cbc71,"nickel, copper, platinum-group elements"
"NI 43-101 Technical Report for the Suhanko Project in Europe, Finland dated October 2007.pdf",024eec206aaf47c188eb3dfb07d1aa5753920dd834764cd29cbea195eddd1ca30d,"gold, copper, nickel, platinum-group elements"
NI 43-101 Technical Report for the Nipigon Reefs Project in North America dated August 2011.pdf,021d1e1e8d6881fbde5b44bd95e5e79c7e0717a89ad02d109d51b7de89feeb865e,"gold, platinum, palladium, nickel, copper, iron, zinc"
NI 43-101 Technical Report for the Retty Lake Project in North America dated November 2009.pdf,022cbce4215ea80470a7893bc8786bf7be66002d5a3ca18a8123c7d758ac09c4e4,"copper, nickel, platinum, palladium, cobalt, molybdenum, zinc, chromium"
