File Name,record_id,Identified Commodities
"NI 43-101 Technical Report for the Blue Clay project in Canada dated August, 2022.pdf",02e233ffb234da4019a7390dede180d679c3fb7607ec0d714df128049df979f724,"lithium, gold, silver, arsenic, barium"
NI 43-101 Technical Report for the Mariana Project in Argentina dated August 2019.pdf,02a536bded2b643a56dd898ee655ea212696e1995d54bbfe96ec8e0ad953954c86,"lithium, potassium, boron"
"NI 43-101 Technical Report for the Dean Project in Nevada, United States dated February 2018.pdf",02d11a7ea20230009d631b0a71cdbcdde811524b1793a1e848edd926e0776f8817,lithium
"NI 43-101 Technical Report for the ELi project in Nevada, United States dated January, 2022.pdf",022376b1b58a710ea7b667c6c92eb93964968dfcbd3e55f2acee7ed2286f022656,lithium
NI 43-101 Technical Report (FS) for the Blanco Project in Chile dated 2019.pdf,0243e879f8d7bc95e8a8a924d12bd93dcbfbbe25785af41b538fdd0a50da200c7c,"lithium, potassium"
"NI 43-101 Technical Report for the Kibby Basin Project in Nevada, United States dated May 2016.pdf",023976d1771fd8cc0df3d84b64bc8361566dff5c4e579b452fe0934ce9b4c79fcd,lithium
"NI 43-101 Technical Report for the Kings Valley Project in Nevada, United States dated 2008.pdf",0253093a332b892e4f5a46a37f6628df82f593957ee9d6c959d80da4ae92be7a1a,lithium
NI 43-101 Technical Report for the Falchani Project in Peru dated March 2019.pdf,02db938f5c434bd39e6bf644408ecdcef4bf77bb59556828651e49818445ddcb0d,"lithium, uranium"
NI 43-101 Technical Report for the Fox Creek Project in North America dated April 2009.pdf,02f0154fb414b097a93779ab78531d9d315d1cd90e6d0a5a370083342067b53b66,"lithium, sodium, calcium, potassium, magnesium, bromine, iodine"
"NI 43-101 Technical Report for the Paradox Basin Project in Utah, United States dated January 2017.pdf",02954b87d5eb57b5c583b9c8aa40880078dbf2ca7f3d1c9b62f7e6b59212493612,"lithium, potash, magnesium, strontium, bromine, cesium"
"NI 43-101 Technical Report for the Sturgeon Lake project in Canada dated May, 2021.pdf",0212d8d61ea948defec19ae8e9c0cedd26628dbbcee36b50eb1ba0411495fae6b2,lithium
"NI 43-101 Technical Report for the Sevier Lake Project in Utah, United States dated May 2011.pdf",024b0703d854ede197db732dfe1617da059f6bb5cf1058032518023f8b5a72f042,"potassium, salt, magnesium, lithium, bromine, borates, uranium, halite, bitterns"
NI 43-101 Technical Report for the Pastos Grandes Project in Argentina dated May 2019.pdf,020bccd975b58405a3b2ad1757d0be9b6979198a3bfa752418dcd1184b2b938124,"lithium, potassium"
NI 43-101 Technical Report for the Sturgeon Lake Project in North America dated September 2016.pdf,02eb6f4c065269b7521ae2948a5ebc0166367f377abd0fb1f2ee9e50b4048a2172,"lithium, potassium, boron, bromine, magnesium, calcium, sodium"
"NI 43-101 Technical Report for the SW Arkansas project in Arkansas, United States dated November, 2021.pdf",0219928c662e4dd0baedc8c166f5eef70ea8024e215c2b114d2374817108d73876,lithium
"NI 43-101 Technical Report for the Lanxess Project in Arkansas, United States dated November 1018.pdf",0287a03c08f03a431f2bc95702805d9f60a55a9ba618c3ff3c71be224abca0e2c5,"lithium, bromine"
"NI 43-101 Technical Report (PEA) for the Sevier Dry Lake L Na Project in Utah, United States dated 2012.pdf",02603df71e451ddad072ebf6607099aa40803f1d294537e4ac0bbefd34bfa809b9,"potassium, magnesium, chlorine, sodium, sulfur, lithium, uranium, boron, bromine"
"NI 43-101 Technical Report for the Lithium Nevada Project in Nevada, United States dated June 2016.pdf",0292b1f03e71940ea2fee1e9eb22bb7a6274721d494bb16a24ed38eebfd62b8364,"lithium, potassium, sodium, molybdenum, rubidium, strontium, chromium, titanium, arsenic, barium, fluorine"
"NI 43-101 Technical Report (PEA) for the Clayton Valley Project in Nevada, United States dated 2018.pdf",02f827753832b32a4593bae85a128c924ef516ffba51141ede07e2fe06c6e8c6c2,"commodity1, commodity2"
NI 43-101 Technical Report for the Clearwater-Exshaw Project in North America dated May 2017.pdf,021e2721fbca924d467495029dcb78f5f65fa0fee08a31cc88c1f6db3e1d8370a2,"lithium, potassium, boron, bromine, calcium, magnesium, sodium, sulfur"
"NI 43-101 Technical Report for the Bounty Project in Utah, United States dated February 2012.pdf",02292ab0e71eca8d5018002e0697bebb2ec048efe4893a11af76326b8eab62fbf6,"potassium, magnesium, lithium, silver, gold, salt"
"NI 43-101 Technical Report for the Kindersley project in Canada dated April, 2022.pdf",02057d5c7e9d370873dd7ac0eece753f1467777c77e5c295c5461972fa0b61a0e8,"lithium, bromine"
NI 43-101 Technical Report for the Sonora Project in North America dated June 2014.pdf,02497a3039a4c6faf6c61ff4b489cdc68e6e0b295cac89248fbc3bdfb9051905bb,lithium
"NI 43-101 Technical Report for the Mojave Project in California, United States dated September 2016.pdf",02832bb80846a6d1d42a7e93451275301463f8be888b27d36564cbc7a5f9341d45,lithium
"NI 43-101 Technical Report for the Green River Potash Project in Utah, United States dated July 2012.pdf",0201bcf9b6cdacbd69e22c4acac5fab884204ab02e8cc92303c0e4ed3c1d0596a0,"potash, sylvinite, carnallite, kieserite, halite"
NI 43-101 Technical Report for the Temiscouata Project in North America dated July 2010.pdf,029d3380584bc5c57d0403487b8a0ab85af8ecf748dd8a936bfea0112b5d41dc22,"calcium, sulfur"
NI 43-101 Technical Report for the Whabouchi Project in North America dated February 2013.pdf,025dd42f5bc4101f22c3faff620bdd312be9eef5d1c8f63957fb4dd4ba3b3cf5bd,lithium
NI 43-101 Technical Report for the Grande-Vallee Project in North America dated August 2008.pdf,027dcd975cf3f15064331019e22102cfa40153198f2fc69c6812a55bb28a181a1c,"clay, kaolin clay"
NI 43-101 Technical Report for the Bromley Creek zeolite Project in North America dated January 2017.pdf,020dff0ece8aa31a2aea21880b0ab4d1b8dfd05f6b6b746ebdbb32c99e01d0fefc,zeolite
NI 43-101 Technical Report for the Greenbushes Project in Australasia dated 2012.pdf,02f011a7f2a8dd69ce2abb6ea2b90f84f3fa4d6d443d969bbf843740e2f4b18ad1,"lithium, tantalum, tin"
NI 43-101 Technical Report (PEA) for the Goondicum Project in Australasia dated 2018.pdf,02e0606e906bf72058f6010d1a63fccc059abccb9d1fc1c9785f93b6a0d61fd2e4,"ilmenite, apatite, feldspar, titanomagnetite, slimes"
"NI 43-101 Technical Report for the Rupert project in Canada dated December, 2021.pdf",02b01293f6e6332f8b14d7c1034004307fcf9f3281411948ef75fb55c6cc077cbb,"lithium, gold, silver, copper, nickel, chrome"
NI 43-101 Technical Report for the Sun Group zeolite Project in North America dated June 2018.pdf,02222da2c371e8eafe993823b464e532d70439a313c13d7acd349fb741157ba479,zeolite
"NI 43-101 Technical Report for the Nevada Project in Nevada, United States dated June 2016.pdf",02855c7e7b75c5c849650174b457b8641d6fbca279bdc6ea75ab41d00d1fc43534,lithium
NI 43-101 Technical Report for the FLV Project in North America dated October 2018.pdf,02c57e79c6a3760f931bb07956f72e0927a3609f768505afb38b49b641173be026,lithium
NI 43-101 Technical Report for the Longworth Project in North America dated June 2016.pdf,02e65bcc74c485f318fa1b4441f5a6e3c6bdcf5813eb54bf2e9d730be109dc7d77,silica
"NI 43-101 Technical Report for the FLV Project in Nevada, United States dated June 2018.pdf",020d21d0d335af00863cfd1459a324270773ce204e56ecacbfd3dff9aff95624f9,lithium
NI 43-101 Technical Report for the Logan River aggregate Project in North America dated April 2012.pdf,02d156d68bd3fdec6d35f77af4824de1f9c404c73a2ce41dee91d051c810b3ee72,light weight aggregate
"NI 43-101 Technical Report for the Blawn Mountain alunite Project in Utah, United States dated 2013.pdf",02164b922e1f789f4e9a7e483dba93cab4d0024f55de33b3de650da5386419e8bc,"aluminum, potassium, sulfur"
NI 43-101 Technical Report for the Ingraham Trail Project in Canada dated September 2019.pdf,02761f75a3aff54b2d95e7a18753938f3306f055b123d9c380af3536b1937652d3,lithium
"NI 43-101 Technical Report for the Preston Project in Wisconsin, United States dated 2018.pdf",02d6dbc0161bc4615cf9c5b35395a422a0c5be6ec2c071fde5bd056d9cdaa03b57,silica sand
NI 43-101 Technical Report for the Pontax Project in North America dated May 2013.pdf,0221e65a4a2d36bac00e32a924934186a70c369e3ed0dca7b5acf2bc0942c5da43,"silver, lithium, beryllium, gold"
NI 43-101 Technical Report (PEA) for the Langis Project in North America dated 2016.pdf,024ae202b1b40e1b22f4a96d2f9c3770588c324911bb595ec4a44ac6cf39ffa2e7,"silica, ferrosilicon, metallurgical silicon"
"NI 43-101 Technical Report for the Whitetail project in Canada dated June, 2021.pdf",02c90156c5fd09a31ef63e22db79c6924d40d5e67579364c2c0090d0049a8045c3,
NI 43-101 Technical Report for the Bromley Creek zeolite Project in North America dated September 2018.pdf,021e4b91d57cbfe7b5e6e9fcea8cda73ba8a23bae24c6fc9bdf4c8cca4e98fce4b,"zeolite, coal"
NI 43-101 Technical Report for the El Cajon borate Project in North America dated June 2011.pdf,028c9c904206cd7ff9e7a34c73945b04dd137546e280c7fbb3f2fb0da827e568d4,boron-borates
NI 43-101 Technical Report (FS) for the Whabouchi Project in North America dated 2016.pdf,029be7a8dcf7be0f8c19e895ccf9b3cfd12ad90bf039f4cb77e1b34deec1d258af,lithium
"NI 43-101 Technical Report for the Helmer-Bovill Project in Idaho, United States dated March 2006.pdf",0203e9aa23f53d13a9fc6fcfc29800947885703a968f8308e92065884b2d9666a1,"feldspar, kaolin, quartz"
NI 43-101 Technical Report for the Firebag Project in North America dated August 2018.pdf,028bd720faa6dedebeb76687ffea51934f6409529a039dcc1036d670193024ffee,dolomite
NI 43-101 Technical Report for the Saint Vincent Bay and gravel Project in North America dated July 2015.pdf,020e696586c675171c31e2efcb3529414894f87bf0c4aa983b0612c77886f8fe67,"sand, gravel, riprap"
NI 43-101 Technical Report for the Wonarah Project in Australasia dated September 2010.pdf,02951ac0232409aaa18e5374973bf02d86eb07c9d2328b24b7b39721688e5425e5,phosphate
NI 43-101 Technical Report for the Authier Project in North America dated March 2013.pdf,02e2232fa95dbe341b3f3e2e46bdf73a5eb49f369af5ab8c972dfa91292af2ae7f,"commodity1, commodity2"
"NI 43-101 Technical Report for the Project in Nevada, United States dated April 2020.pdf",02caedd60433e63bd6a9a383cbb08f7626d2e76e58f4bbb6467b7f265479f86aa6,lithium
NI 43-101 Technical Report for the Woodlawn Project in Australasia dated June 2008.pdf,025494eee707db76d0d8b115808d00575f8eb2cd2e8d49d9b8654d1df8b12e58ed,"zinc, copper, lead, sulfur, silver, gold, iron"
NI 43-101 Technical Report (PEA) for the Seymour Project in North America dated 2014.pdf,02dc8ac951e5ba1bc0b84883c7092df0bfb9a53b7a20b5a4da6dff88b8d1ed2192,"quartz, silica, potassium, kaolin, feldspar, iron, chlorite, manganese, gemstone, diamond"
NI 43-101 Technical Report for the Whabouchi Regional Project in North America dated 2017.pdf,028684fed33d5e26d9d21c0b0439a3b303cd5ea6ff17e0f599935dae705078d4ee,"lithium, tantalum, niobium, beryllium, molybdenum, cesium, rubidium, gold, rare earth elements"
"NI 43-101 Technical Report for the Preston Project in Wisconsin, United States dated 2019.pdf",02af5737caa0424191d2545a4c751c1e5fd5c71cbd76fa654c18ae417d09f05725,silica sand
"NI 43-101 Technical Report for the Cordero Project in Nevada, United States dated January 2002.pdf",02357762eeb8edd34c4ac06541e2ac24cf57dcd986d6c689976475b2441ed5e14c,"gallium, mercury, lithium, uranium"
NI 43-101 Technical Report for the Whabouchi Project in Canada dated May 2019.pdf,0274452b874b201ce3aa34f220fcb9aa6a0c15d90c7f2c9cf39f700d5dd9cd59fc,lithium
NI 43-101 Technical Report for the Charlevoix Project in Canada dated November 2020.pdf,02b6583f5ef67eb976952b39c856647dfb42c90d97fb5c961a4020a8a86ceaba05,
NI 43-101 Technical Report for the Firebag frac Project in North America dated September 2014.pdf,0200c36cfdd6b8b505b3f25ef5ae70854c835a885f65eb5ea6fdafc33df5d642fd,silica sand
NI 43-101 Technical Report (PEA) for the Ventana Project in North America dated 2013.pdf,02d368b9e09ecee89903ceab8cc4a7cb9ff0e0aebc3bd49e1ef95e3db1896aeeb6,lithium
NI 43-101 Technical Report for the Klara Project in North America dated June 2004.pdf,024c6276b9b1183a2781db5d6e0e1b07ee5d9c3475d17fc210973033aa19c862f5,
"NI 43-101 Technical Report for the Clayton Valley Project in Nevada, United States dated October 2016.pdf",02b09a9498f9d1bc9b1c40de785c8d5c28a0d9d80d96ec178327a31674cec0efcd,"lithium, strontium, magnesium, sodium, potassium, phosphorus"
NI 43-101 Technical Report for the Piskanja Project in Serbia dated July 2016.pdf,02c16fe4c8cb3f09b27b9602ef574f0f89897e9197ecc374fe9340d90a23c66cc0,boron-borates
NI 43-101 Technical Report for the Sal de los Angeles Project in North America dated February 2017.pdf,02a4865ce2cccd882f77a746830417ef015fb3050e8fd64ccbbb2e672cd49bba1d,"lithium, potassium, boron"
"NI 43-101 Technical Report for the Salt Wells Valley Project in Nevada, United States dated May 2018.pdf",022eaf582b79cd9cd52c96ed799ed48180f3035aee160fa1440b2457549693359d,"lithium, boron"
"NI 43-101 Technical Report for the Teels Marsh Project in Nevada, United States dated March 2017.pdf",02a6e8ebca98f173815f2580d45736b1a35c4dc181387519d6c507afd6373b4b9e,lithium
"NI 43-101 Technical Report for the Kings Valley Project in Nevada, United States dated January 2010.pdf",02d2ee61c9e8155c5a72cbdb2d00178904c7bef61faf6ff177ac09297f5fd41694,"lithium, potassium"
"NI 43-101 Technical Report for the Clayton Valley Project in Nevada, United States dated June 2018.pdf",020b610adbce4cf097c7f614845a2e8eb93fe21b172b504ba182230b4d1bc2ab88,lithium
NI 43-101 Technical Report for the Ste Clotilde Project in North America dated October 2008.pdf,027a87533527a80bc1d2ac1b805e5de730f1fcf7f573d6f9b0b09dc5d1d3517af8,"silicon, potassium, aluminum, iron, calcium, magnesium, sulfur"
NI 43-101 Technical Report (PEA) for the Pozuelos-Pastos Grandes Project in Argentina dated 2018.pdf,02b61b451452c38e3c2e4f50fb6c3abaa01f243dc642cb03f0288425978ccf3044,lithium
"NI 43-101 Technical Report for the Kings Valley Project in Nevada, United States dated June 2008.pdf",029588aae32156ffd1e3b215f0592a9a58789d64da56007fc0029ebc170a1a5b4a,"lithium, mercury, uranium, gold"
NI 43-101 Technical Report for the Zim Frac-Wil Project in North America dated March 2018.pdf,023b2ddebb612cf68343e9ebc69f54f83344f8fef184c5848afa03f71fb677bc7d,"boron, silica, quartz, limestone, slate"
NI 43-101 Technical Report for the El Tejon Project in North America dated April 2014.pdf,0243ab766e38e7c906cd6eca5686b932019e8ba86e16e731952532901da23801b0,graphite
"NI 43-101 Technical Report for the Deer Musk East project in Nevada, United States dated August, 2021.pdf",021ab8a5fe0ac66d6d7bd552dd44f4142148664233474be1d70ed05ec2a06427c1,lithium
"NI 43-101 Technical Report for the Dudial bentonite Project in Middle East, Pakistan dated August 2013.pdf",0223d8b82c8b488dde3cf6532d0114604918797ceca79d87020ad0d718ae56caed,"bentonite, lime, brine, sulphur, coal, uranium"
"NI 43-101 Technical Report for the Fox Creek project in Canada dated February, 2022.pdf",025be135b35d0b2a05c5fae9c209a2423a3418d239d57430ee7f4b32bdd80e8bb5,lithium
"NI 43-101 Technical Report for the Bonnie Claire Highway 95 Project in Nevada, United States dated 2019.pdf",0273786160e2290770662678e540794c7943ae1cb4217b825227440e7780f3db88,lithium
NI 43-101 Technical Report for the El Sauz-Fleur Project in North America dated October 2013.pdf,027c91b134c20156d9b58e7e96e63664e9afff4bee9a0ad4cc03c75eea31389893,lithium
"NI 43-101 Technical Report for the Blair Project in Wisconsin, United States dated October 2017.pdf",02e747b0ea4c34fdff07b6782e6b6e49daed7ce71f870a375a942c85559b0fbca9,silica sand
"NI 43-101 Technical Report (PFS) for the Sevier Lake Playa Project in Utah, United States dated 2013.pdf",02bcd21b6c342d1122a56742dcbcb64ece7d524c406eebd6bd9c7dc0e24bec4633,potassium
"NI 43-101 Technical Report (PFS) for the Thacker Pass Project in Nevada, United States dated 2018.pdf",022caced4820babcb36a234bfc7f83f30d5b0436894100e8da48d7c4518ffedf90,"lithium, uranium"
NI 43-101 Technical Report for the Huasabas-Bacadehuachi Project in North America dated September 2012.pdf,02ec633583ef811bf4df15f2bd24d489ea20a207cd326c15c39b498d1a9ac3b7c8,"lithium, rare earth elements"
"NI 43-101 Technical Report for the Dixie Valley Project in Nevada, United States dated August 2016.pdf",024a3bef096943f02f069cf75f286f5ca396b30f3e80fb23ba718f777be9d8a7e9,lithium
"NI 43-101 Technical Report for the Jackson Wash Project in Nevada, United States dated July 2016.pdf",02e271c655eb887f9e5f84bb586883c63af12803a843dcefe9a95e58884690634f,"lithium, magnesium, sodium, potassium"
NI 43-101 Technical Report for the Falchani Project in Peru dated February 2020.pdf,02f9ad01b8e2396ec809d1c2695a1b57188a846f0a879557c04e66b1956858379f,"lithium, potassium, cesium, rubidium"
"NI 43-101 Technical Report for the Kings Valley Project in Nevada, United States dated January 2012.pdf",02c0f0e3e51d37fda2aa71ad873a3fdafb3bd6326da034e3105e0711e41236d42a,"lithium, potassium, sodium"
"NI 43-101 Technical Report for the Whabouchi South project in Canada dated August, 2021.pdf",02b3a2c957990d950eb840911d0088811d493488312eb2edd7a1fe0f4d4730d1a0,"benchmark_commodities, best_match_commodities, garnet_commodities, gold, lithium, manganese, niobium, rubidium, silver, strontium, tantalum"
"NI 43-101 Technical Report (PFS) for the Blawn Mountain alunite Project in Utah, United States dated 2017.pdf",0298065b124caf0ff669007d9956098528f8c0717fa82110bef1fd7b26b522a77a,"potassium, sulfur, alumina"
"NI 43-101 Technical Report for the Thacker Pass Project in Nevada, United States dated May 2018.pdf",02d7fa7c9b89eee1995e4fec0298d9ff7ebd1ced96791a766285737fecddc3c6cf,lithium
"NI 43-101 Technical Report for the 3Q project in Argentina dated October, 2021.pdf",02774df8ba603a1e4c87ce7f765fdc4531cab7d288d5ec3862a1817521387753b6,"lithium, potassium"
"NI 43-101 Technical Report (PFS) for the Sonora Lithium Project in North America, Mexico dated 2016.pdf",0232b37b8235ee193f92aa53e7981aae7364638ff90ea1d57ef7d93f96fed5b525,"lithium, potassium"
"NI 43-101 Technical Report for the Blanco project in Chile dated September, 2021.pdf",0230dc760972ae9bdacd6dca853bb58e82ecb3253b8ca8acb16c7f0e9c6826e455,"contains or metal aluminum, lithium, potassium"
NI 43-101 Technical Report for the MGX Project in North America dated June 2016.pdf,027f4251f0d2e05667ec96469bedfc3d02d5c10e2260d78a4b9d3ca5f900a049e5,"lithium, potassium, bromine, boron, natural gas, helium, zinc, copper"
"NI 43-101 Technical Report for the Incahuasi project in Argentina dated June, 2022.pdf",0230af08ab6bdcfe4cd59c3c2f666313078c8350965f0ce857c72f2f191c7b937d,"lithium, boron, potassium"
NI 43-101 Technical Report for the Pastos Grandes Project in Argentina dated July 2019.pdf,029820e853db3ff5904488605220429e28abd67a97aba53d3b379d1ac781a76e59,"lithium, potassium"
NI 43-101 Technical Report (PEA) for the Goondicum Project in Australasia dated 2016.pdf,02e4ec4c3b95856cdacbf254e80371c00d4d757f05b65317546e150091bae863e2,"ilmenite, apatite"
"NI 43-101 Technical Report for the Sal de Vida project in Argentina dated March, 2022.pdf",023a5f7b581e2980db1a4f7e6c4f834f315ab7b5a769641bdb5271e5a4d32ab2cd,"lithium, potassium"
"NI 43-101 Technical Report for the McGee Project in Nevada, United States dated July 2018.pdf",02d632dd120c02fded5851ac031967c73f3fb5da90f69d9b82bcd44ec3d345d98f,lithium
NI 43-101 Technical Report for the Magdalena-Tubutama Project in North America dated September 2009.pdf,02f3042a9526a7dc01cb480946917d91aecc19932558f7e65d7e72ba646139b2aa,"boron-borates, gold, silver, gypsum-anhydrite"
NI 43-101 Technical Report for the Nunavut Project in North America dated September 2011.pdf,025c172be535957f6cbffb3ae366ee1f8e6e126c2a1a6f8e7bb12a35c11008521e,"bituminous coal, lignite, subbituminous coal"
NI 43-101 Technical Report for the Cauchari JV Project in Argentina dated April 2019.pdf,02f2f386dd8c5624c7e1e0c24f3bf79959f57c9b24267c1dc40c9365550e98dd78,"lithium, potassium"
NI 43-101 Technical Report for the 3Q Project in Argentina dated April 2019.pdf,02dd551021bc1c96dfec9d7c3cbcb46e9defa92470804d09cce481358eb9b24a35,lithium
NI 43-101 Technical Report for the Cauchari-Olaroz Project in Argentina dated March 2019.pdf,028c32fd6ff38181189ec01290af410287b7c93dc757fa29e8a5a2bb0df6a1b4af,"lithium, potassium"
"NI 43-101 Technical Report for the Big Smokey Project in Nevada, United States dated October 2009.pdf",027676be7769ccb74bb2bc27bade93ab9f9034e6aebca5f99015e9589df1720854,"lithium, potassium, boron-borates"
"NI 43-101 Technical Report for the Preston Project in Wisconsin, United States dated 2017.pdf",02ebf927111f83095d79bb8cc539803bd9595f0ec34064544558a8b80a6647f917,silica sand
"NI 43-101 Technical Report for the Drumheller project in Canada dated February, 2022.pdf",02e85e9e11bae58cbf9cfa4d21e56d97ceb937e1d8a02c3a0d853b4c1deafc2a78,lithium
"NI 43-101 Technical Report for the Strieborna Project in Europe, Slovakia dated April 2008.pdf",026a1a78926a28186fc223f9ce0fa90f90597c4635985553425cbe200027ac3095,"silver, copper"
"NI 43-101 Technical Report for the Teels Marsh project in Nevada, United States dated February, 2022.pdf",0296e50b27c7974e27ef11b2a32c5cd740696c536dc595eecb97fb02cf47b52d96,"lithium, boron, geothermal"
NI 43-101 Technical Report for the Cauchari JV Project in Argentina dated October 2019.pdf,02c927e4cd06262819d5ae5e118b8d1a5f0640e655306cf88b1824d581dd249635,"lithium, potassium"
"NI 43-101 Technical Report (FS) for the Kings Valley Project in Nevada, United States dated 2014.pdf",02028cde67ee14736512d54a601b69aca1b439fcb9bde828b3e1f9274720a0bcad,"lithium, potassium, sodium"
"NI 43-101 Technical Report for the Zeus Project in Nevada, United States dated February 2019.pdf",02b0c37d6f7d038adb6cc6090d2a96c018967fd03fea45882a3b3e67d689f5c28c,lithium
NI 43-101 Technical Report for the North Rocky Project in North America dated 2017.pdf,02a9b4e56becf49c95c5c30a0d1e7aa99960a7120a0dbf53c0643f6c488a2350a6,lithium
"NI 43-101 Technical Report for the Tetra Project in Arkansas, United States dated February 2019.pdf",02522a99b1779deaa9dbe4f0b8ace84ea4b6fc57bfc0ae3109633f22554152ee79,"lithium, bromine, calcium chloride, sodium chloride"
"NI 43-101 Technical Report for the Bashaw District project in Canada dated July, 2022.pdf",02dbfc8c40544deca38d82c32d93c4e2f6c6ed0a353fd6d00aa076e12773156d9b,lithium
