File Name,record_id,Identified Commodities
NI 43-101 Technical Report for the Todd Creek Project in North America dated May 1999.pdf,028fa13dfcaa524ce03bf242a22ec87eeabbae1dd1d716b5b40a6404bcede67a98,"gold, copper, silver, zinc, lead, arsenic, pyrite, graphite"
"NI 43-101 Technical Report for the North Project in Asia, Philippines dated June 2001.pdf",0206904ab06b8d6a7b78002be2af6e2a461a6ef8cdf140269cdf38f57924788a3d,"commodity1, commodity2"
NI 43-101 Technical Report for the Scottie West Project in Canada dated January 2021.pdf,021141debf38810df271f216ab7714bb51eed46015da169025b40e549263e6cc08,"gold, silver, arsenic, antimony, lead, zinc, copper"
NI 43-101 Technical Report for the Poplar Project in North America dated February 2010.pdf,025bbba1533a6f97aac3e111db81b738fd4eb592499c4f6cb3e97e32703e51fbb8,"commodity1, commodity2"
"NI 43-101 Technical Report for the Gabbs Project in Nevada, United States dated January 2021.pdf",02a219ef3d18d053b421e47d263b42a005e9adfb2e5e0c13ee0481f19967c2043b,"gold, copper"
NI 43-101 Technical Report for the Mount Milligan Project in North America dated June 2006.pdf,02a6e0c79d410d92d5263ed4b6fe7f0b95c294210e4231b76c6d92fe76921ff0ed,"copper, gold"
NI 43-101 Technical Report for the Bronson Slope Project in North America dated June 2006.pdf,0241e65394b4209366e2e8d3764b8e4325658a57a446dcfa98805d7974de816c0c,"gold, copper, silver, molybdenum"
"NI 43-101 Technical Report for the Pebble Project in Alaska, United States dated November 2001.pdf",02d50e3c635a76a4481e11c114c3f53fec3709c433c64686f658fbb1c5669143e4,"gold, copper, molybdenum"
NI 43-101 Technical Report for the Arrieros Project in Chile dated July 2020.pdf,02aedb4c00c27b1db0c7326244049bc118a4cc878843751c350baa07fbc3929dcb,"copper, molybdenum, gold, arsenic, zinc"
"NI 43-101 Technical Report for the Mt Bini Project in Australasia, Papua-New Guinea dated March 2005.pdf",028c1b11a7dfd19d4f0a68fbc4415202940183fb5e4546ceac6106dd2ed87f0dac,"gold, copper, lead, silver, zinc, molybdenum"
NI 43-101 Technical Report for the Mount Milligan Project in North America dated October 2009.pdf,020ce5b8e4de72e036aaf7e5242ee3e9b5ce1c4c281ed51d289a9cfa43c3a6023e,"copper, gold, silver"
NI 43-101 Technical Report for the Birch Project in North America dated October 2011.pdf,02d6305964fcc0985c41326e7b42443e6efc8786dd4cebf434f50cbeb2a5811153,"copper, gold"
NI 43-101 Technical Report for the Kerr-Sulphurets-Mitchell Project in North America dated September 2009.pdf,022ba6ca19ca02ed71e02a04fb8ae62b8a39df845c7317de50ea11b44b2677a67e,"gold, copper, silver, molybdenum"
NI 43-101 Technical Report for the Woodjam South Project in North America dated March 2012.pdf,029ecc5a8ae62848aa78c4ef1c83df40487bfbeba439a80ced2dd118117a816ddb,"copper, molybdenum, gold"
NI 43-101 Technical Report for the Tak-Milligan Project in North America dated August 2014.pdf,02b9da70aa9673dbcc7f4f39ecd913f61f42a1456bb71a3168dd2348a543bdd40e,"copper, gold, molybdenum, silver, lead, zinc, antimony"
NI 43-101 Technical Report for the Tortuga Project in North America dated May 2006.pdf,0298dee88869276c5f20b6967e89e81ed1103e449a9e220275804f044f7fd66082,"gold, copper, silver"
"NI 43-101 Technical Report for the Gabbs Project in Nevada, United States dated 2011.pdf",023510e3a7d7c69e6a9668834ad0f451ef1ba8330b15cda5bf03602d3a541e06d7,"gold, copper"
"NI 43-101 Technical Report for the Cascabel project in Ecuador dated March, 2022.pdf",02a143ee277e8d27e6d77d13a98d8aafc2464aaec044c75f61ceaefd27d784648c,"copper, gold, silver"
NI 43-101 Technical Report for the Catface Project in North America dated August 2009.pdf,02e7f59e9656229f4a66c4d82c73c6e6e6d155b3c907bb88ecf6f6479a48dc3215,"copper, molybdenum, gold, silver, rhenium"
NI 43-101 Technical Report for the Louise Lake Project in North America dated July 2006.pdf,02da758c5b950b0ed5792f01b2cc631e4cc25220bf345f3e10cb25348a752fb6f2,"copper, gold, molybdenum, silver"
NI 43-101 Technical Report for the Kwanika Project in North America dated April 2009.pdf,02db6a20da01ffe6f9ee8320aae74665113ff375451df9b7f25dcdd7b426feb3df,"copper, gold, molybdenum"
NI 43-101 Technical Report for the Douay Project in North America dated August 2012.pdf,0215aad4ec1402eb5388b75bc65d5905524a6a4a999e16ec8496fb7a8b8c6c3c96,"gold, rare earth elements"
NI 43-101 Technical Report for the Swan Project in North America dated January 2007.pdf,02ba04fbff6265734f8f5805e3e169083872124167fc26859c43c63a2ccb166d3c,"commodity1, commodity2"
NI 43-101 Technical Report for the Iskut Project in North America dated May 2012.pdf,023a24d528c3c40cc37eb250e48d6ca1245de1b65421db2c1026d71d692d291236,"gold, copper, silver, molybdenum, magnetite"
"NI 43-101 Technical Report for the Palmillo Project in Central America, Panama dated October 2013.pdf",023b30dec63e861dd0270964ad1038e53a6b29b44ab8a80a958319b9b59473c1f7,"gold, silver, copper, molybdenum, mercury, cadmium"
NI 43-101 Technical Report for the Ashuanipi Project in North America dated March 2012.pdf,02b791190b8bc89ba0800fde8ab422f25c88ecdecdc54c30854291f275f8f4a8a4,"gold, copper, molybdenum, silver, zinc, lead"
NI 43-101 Technical Report for the Cognac Project in North America dated April 2009.pdf,023fb0a9abf71170180c44fbd78804c23a908dcec726e9db6ac3d786527c4258f2,"gold, silver, platinum-group elements, copper, zinc"
"NI 43-101 Technical Report for the Primavera Project in Central America, Nicaragua dated January 2017.pdf",023fb32321c55e1acda3af045650c66bdc8bbf18067edeb50d12575ec17de39007,"gold, silver, copper"
NI 43-101 Technical Report (OM) for the Highland Valley Project in North America dated 2013.pdf,02b8e0b4acda49419b5f38b833856a6f136d2f3de4d7bf8fa4b785c776446f7841,"copper, molybdenum, silver, gold"
NI 43-101 Technical Report for the Poplar Project in North America dated March 2012.pdf,02ed8d9b6cab671a40917dfbe1f85ee9f88ab4dcba2b2e4539a475fcef6904092a,"copper, molybdenum, gold, silver"
"NI 43-101 Technical Report (PEA) for the Halilaga Project in Middle East, Turkey dated 2015.pdf",02166697b2e19f1f6f81e02d5f9c62dec53a8243d682f36e824f0efe5ed9c38d8b,"copper, gold"
"NI 43-101 Technical Report for the Chorcha Project in Central America, Panama dated November 2005.pdf",0266dde3550baaff53c0f0d28e7a8c210c93b65c71bd89946d414b8a87751f8986,"copper, gold, molybdenum"
NI 43-101 Technical Report for the Bronson Slope Project in North America dated May 2007.pdf,024360a2b750f3f5cd928632018fe6be94bbc46be5dde7643145fd70d34f1d998e,"copper, gold, silver, molybdenum"
"NI 43-101 Technical Report for the Cumberland project in Australia dated December, 2021.pdf",0223443dfcf914f0b2c8de64292aaece982adf73c1257707699ebfdbb5cfc710e3,"gold, silver, copper, lead, zinc, arsenic"
"NI 43-101 Technical Report for the Pyramid Project in Alaska, United States dated June 2013.pdf",02396a4c3ed10aec5f46d55cc3724ac2a6109d5b325b93762e2664b51ffa7237cf,"copper, molybdenum, gold"
"NI 43-101 Technical Report for the Crater Mountain Project in Australasia, Papua-New Guinea dated September 2002.pdf",02d8f8dace81368c588e8de83ead2378f5489bb60d4867ada97687cbec2c5a50a9,gold
"NI 43-101 Technical Report for the Ampliacion Pueblo Viejo Project in Caribbean, Santo Domingo dated April 2012.pdf",0231b2cf42dab7de0f4f46c9a35ffd4971a903bd2cb1833ab9d3f88622d3667002,"gold, silver, copper, zinc, lead"
NI 43-101 Technical Report for the Severance Project in North America dated April 2006.pdf,02933c1935b535e2bd9089983168060f3f2a5afb933d39d9719add1d0da714f2f1,"gold, copper, molybdenum, arsenic"
NI 43-101 Technical Report for the Ana Paula Project in North America dated June 2010.pdf,023a4f4e0a1c9ba826e4c55c2ba1c3d6e66af99a7b51118428dcbf4d4bf9e9b755,"gold, arsenic, copper, silver, lead, zinc"
NI 43-101 Technical Report for the Severance Project in North America dated November 2007.pdf,026b6e2d88a7e0498a7a06042950d0d22a7ae6642931508c72852a27e93adbf7e6,"gold, copper, molybdenum"
NI 43-101 Technical Report for the North ROK Project in North America dated March 2014.pdf,0221e705d6286fbcfe2f57cb068315278a18f3fea062ae0cd176044a7f9f312b01,"copper, gold"
"NI 43-101 Technical Report for the Taysan Project in Asia, Philippines dated October 2011.pdf",02984805024a06fcfa5bf31781b33eeb5d05dc38508d6a8df9c70d3f521c206d54,"copper, gold, silver, magnetite"
"NI 43-101 Technical Report for the Mt Bini Project in Australasia, Papua-New Guinea dated April 2006.pdf",02fef71d0e53208fad8d0a6f5d20b1938e8de5d027954fd9906c91cc504db61184,"gold, copper, molybdenum, silver, lead, zinc"
"NI 43-101 Technical Report for the Halilaga Project in Middle East, Turkey dated February 2011.pdf",02da6059429de35f6763f599d66bde7cd12152e03433e92ba1158247cd9f0152ec,"gold, copper, arsenic, silver"
NI 43-101 Technical Report for the Galloway Project in Canada dated August 2020.pdf,02670787ab7c63e47c99690f4f9c3e4dc3e9431dd8cca26f2aac344097c1a3ff52,"gold, silver, copper, molybdenum"
NI 43-101 Technical Report for the Lorn Project in North America dated August 2018.pdf,02a7efcb6a593ff4008212d4f4f850188808d502bce69cd484e6b333aeb26a44e9,"copper, molybdenum, silver, gold"
NI 43-101 Technical Report for the Louise Lake Project in Canada dated July 2020.pdf,0254b9007acdd0e362a6952eca0bfabfe2404166546fbee1cf3647ac3bda4594de,"copper, molybdenum, gold, silver, arsenic"
"NI 43-101 Technical Report for the Lemon Lake project in Canada dated September, 2021.pdf",029a459050fccafc2d41dcf527665b78ac1f4685c280e2fc8843dd60883596d838,"copper, gold"
"NI 43-101 Technical Report for the Halilaga Project in Middle East, Turkey dated March 2009.pdf",02210a67d232847bd3a16a8cb5d30d8621b87f2e9d7ddd937a3fb13b4eb7e6169f,"gold, silver, copper, lead, zinc, antimony, mercury, molybdenum"
"NI 43-101 Technical Report for the Big Onion project in Canada dated March, 2022.pdf",0208eecbea88230152d06d85d7f3b8bf9fca8f48215624ddc19afae1f37c35d754,"copper, molybdenum, silver"
NI 43-101 Technical Report for the Project in North America dated January 2018.pdf,027d0970ce26e2dd6b42ce2ffd34ffb6603d5c62f2575a1c0d2ab89c3d85a6e729,"copper, gold, arsenic, molybdenum, silver, lead"
"NI 43-101 Technical Report for the Teghout Project in Middle East, Armenia dated April 2001.pdf",0282e6dce97de616aaf04fd060c0c4652f79a4829e840b835cad0e4e6fa78b2697,"copper, molybdenum"
"NI 43-101 Technical Report for the Rovina Valley Project in Europe, Romania dated August 2012.pdf",0214fe13ffb5cda7e465f95da259e98977c9a80e3a6ddf17eb9a7ce7710d4895e8,"gold, copper, zinc"
"NI 43-101 Technical Report for the Pebble Project in Alaska, United States dated May 2004.pdf",025538375bb69b3237d566c7e82c2a84f63c2f7454fa2e1702708c275afa4e0823,"gold, copper, molybdenum, silver"
NI 43-101 Technical Report for the Aranzazu Project in North America dated August 2012.pdf,0223959640bccf9b84d6cc9ce6b0b933191c1d747d10cada65a352833274566b3c,"arsenic, bismuth, antimony, copper, gold, silver, iron, uranium, molybdenum, lead, zinc"
NI 43-101 Technical Report for the Cognac Project in North America dated July 2009.pdf,021ebba36ef07c496a0878db0da7be57ceff23ce5be586045f3e0c579622b97926,"gold, silver, copper, molybdenum, lead, zinc, chromium, tungsten, nickel"
NI 43-101 Technical Report for the Timber Project in North America dated January 2010.pdf,02b3d1c55b06463141965479fa6dde3c78f783eab95a26bcd4f430e378c8056811,"copper, molybdenum, gold, silver, lead, zinc"
NI 43-101 Technical Report for the Hawk Project in North America dated May 2009.pdf,024fde42346beb68fdece626341a169282b871be5700620e9b22d05c0cfea6012b,"copper, gold, silver, mercury, tellurium"
NI 43-101 Technical Report for the Bridge River Project in North America dated March 2006.pdf,0225993943205a4c7f14e82332e3fc73828c83513dc6e039946dec45f809ed5c21,"copper, molybdenum, gold, silver"
"NI 43-101 Technical Report for the Red Hills Project in Texas, United States dated June 2011.pdf",02192987c4ecb288d219a9035ae3b359167cb13c398236551355adc074df9c99f8,"copper, molybdenum"
"NI 43-101 Technical Report for the Squaw Peak Project in Arizona, United States dated April 2011.pdf",02b969d8e85402db24ada9c60928507246aca23328ad5563ec8e979372a685edec,"copper, molybdenum, silver"
NI 43-101 Technical Report for the Ilo Norte and Ilo Este Project in Peru dated November 2017.pdf,02f5fafddc335c05c5d9a8aa8e452f4eca1d137f18f064d2414a1372acb01cb0f3,"copper, gold, zinc, cobalt, silver"
"NI 43-101 Technical Report for the Ann Mason Project in Nevada, United States dated March 2012.pdf",0290e7b51273224b99f8cc2c937d78cabf6b8c3f30441e64575e32ca3c8808ec7a,"copper, molybdenum, gold, silver"
"NI 43-101 Technical Report for the Sinivit Project in Australasia, Papua-New Guinea dated October 2011.pdf",0204a719b93798cf3aa6de320508e5e9bdb9a19c689df8ede1532874e36f0df096,"gold, copper"
"NI 43-101 Technical Report for the Wildcat project in Canada dated October, 2021.pdf",02984ce3622db03c79d6810cc95e361225a574d6ac7ac5a07e30c73e83aa168e92,"copper, gold, silver, molybdenum, palladium"
NI 43-101 Technical Report for the Los Verdes Project in North America dated November 2005.pdf,02276393c863f3336339dc29c47498a8a8547007845f583b0e9beaffa06beb9331,"copper, molybdenum, tungsten"
NI 43-101 Technical Report for the Pat Project in North America dated February 2009.pdf,02dadc9b0676846240c4500e3d5b48868f7c31c3b1e52f0fdd66823bdc024e6b64,"copper, gold"
NI 43-101 Technical Report for the Swift-Katie Project in North America dated September 2009.pdf,02bd560c936003a85b86d790307e60b86586558769201204397d7d9e043735d3e1,"copper, gold, silver, iron, zinc, lead, arsenic, antimony, bismuth"
NI 43-101 Technical Report for the Poplar Project in North America dated April 2004.pdf,022456908a1dd5614960830af652c360405783dbc65ca3858c5bbca80b46f9c5b1,"copper, molybdenum, gold, silver"
NI 43-101 Technical Report for the Woodjam Project in North America dated August 2010.pdf,02ec2aab4bb642fd2bc1fc93cf65fcb508a57b4ec5431f27396bc64e47a45648d3,"copper, gold, molybdenum"
NI 43-101 Technical Report (PEA) for the Tepal Project in North America dated 2017.pdf,0285f040a694da875bb7beaba7366fe02f29b2070e65633cb395a28feb4bf303f6,"gold, copper, silver, molybdenum"
"NI 43-101 Technical Report for the Kisladag Project in Middle East, Turkey dated November 2000.pdf",02ac93f8165401c94635394e9d73ff81b528435720941179946764649fb286057f,"gold, zinc, molybdenum"
NI 43-101 Technical Report for the Poplar Project in North America dated June 2004.pdf,022e593b60941205b59e8812380089d745f30cd21743ef8a6122f71556903cae0a,"copper, molybdenum, silver, gold"
NI 43-101 Technical Report for the Cerro de Gallo Project in North America dated July 2008.pdf,02d9a547310d6c7317f3e3764b42411186ce1aa7db5bb7069543866ebb3b35b3a4,"gold, copper, silver"
NI 43-101 Technical Report for the Dude Project in North America dated October 2004.pdf,02c6131d62d682ff1fbdd118070a295890f76fdb96d82ce5fec18f24a55531fc99,"copper, molybdenum, gold"
"NI 43-101 Technical Report for the Ann Mason Project in Nevada, United States dated March 2017.pdf",02beed0b5b1bdfb6ec548815a888d24f95fce0f98ab2ce90d60afb4174bb1c71bb,"abrasive, corundum abrasive, emery abrasive, garnet abrasive, light weight aggregate, aluminum, contained or metal aluminum, high alumina clay aluminum, andalusite, antimony, arsenic, Asbestos, barium-barite, bismuth, boron-borates, cadmium, carbon dioxide, cement rock, chromium, ferrochrome chromium, clay, ball clay, bloating material clay, brick clay, chlorite clay, fire (refractory) clay, fullers earth clay, general clay, glauconite clay, hectorite clay, kaolin clay, montmorillonite clay, anthracite, bituminous coal, lignite coal, subbituminous coal, cobalt, copper, oxide copper, sulfide copper, dolomite, feldspar, fluorine-fluorite, gemstone, Diamond, emerald, Ruby, Sapphire, semiprecious gemstone, geothermal, gold, refinery gold, Graphite, carbon graphite, gypsum-anhydrite, alabaster gypsum-anhydrite, hafnium, helium, indium, iodine, iron, pig iron, pyrite iron, kyanite, lead, dimension limestone, high calcium limestone, ultra pure limestone, lithium, magnesite, manganese, ferromanganese manganese, mercury, Mica, mineral pigments, molybdenum, Natural gas, nickel, niobium, nitrogen-nitrates, nonmetal, platinum-group elements, potassium, alum potassium, silver, refinery silver, tin, uranium, zinc, beryllium, cesium, bentonite clay, diatomite, gallium, germanium, iridium, limestone, marble, osmium, palladium, platinum, pumice, rhenium, rhodium, rubidium, ruthenium, scandium, selenium, strontium, tantalum, tellurium, thallium, thorium, titanium, tungsten, vanadium, zirconium, rare earth elements, ash, bromine, calcium, chlorine, flint, granite, hydrogen, jade, metal, pyrophyllite, quartz, radium, staurolite, sulfur, travertine, vermiculite, wollastonite"
"NI 43-101 Technical Report for the Redonda project in Canada dated October, 2021.pdf",020c2bc9ce18adc17f7c9ad93726dd27d8400e42caf8c4c5c0b875b048f11568bf,"copper, molybdenum, gold, silver, rhenium"
"NI 43-101 Technical Report for the Tulare Project in Europe, Serbia dated July 2014.pdf",02eaf62656f9a7663f12f5e212b5bc9059eeda19454f09822c0c88e78bbc949584,"copper, gold, sulphur"
"NI 43-101 Technical Report for the Southern Spectrum project in Canada dated February, 2021.pdf",02d72da1d64fa63406b6e8b18b88252aa003d6f2224800f40d7339d14a719d038a,"copper, molybdenum, silver, gold, zinc"
"NI 43-101 Technical Report for the Ilovitza Project in Europe, Macedonia dated November 2013.pdf",02de0404ede4f72119d99a1ff59eda0df5f8ddd52678367f6c273b198cc6d1fcc1,"gold, copper, silver, molybdenum"
NI 43-101 Technical Report for the Toodoggone Project in North America dated June 2002.pdf,020a3b1f874b1e6cb446440b5acf0cb2e3df3ce7bd7cb8d7def6acffc27ea92b4e,"gold, silver, copper, zinc, molybdenum, lead, arsenic, antimony"
NI 43-101 Technical Report for the Birch Project in North America dated March 2008.pdf,0225abea9caff0d060aaca370487aa01ef722ed5a26ecbc6315dea6c1dfd1b7361,"copper, gold"
